name,url,price_rate,price_rate_type,total_price,room_and_property_type,min_nights,max_nights,latitude,longitude,monthly_price_factor,weekly_price_factor,room_type,person_capacity,summary,amenities,review_count,review_score,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,star_rating,satisfaction_guest,description,neighborhood_overview,notes,additional_house_rules,interaction,access,transit,response_rate,response_time
"cozy one bedroom apartment 60m2+balcony, Netflix",https://www.airbnb.com/rooms/29096654,42.0,nightly,42.0,Entire apartment,"Helsinki, Uusimaa, Finland",1,,60.235,25.009,0.8,0.93,entire_home,2,"Apartment in Pihlajamäki, Helsinki with toilet and kitchen. Refrigerator, microwave, TV and kettle. The kitchen is equipped with a dining table and cooking utensils. The glazed balcony and parquet flooring add to the comfort of living. Rooms are furnished for up to one person. Convenience Store S-Market within easy walking distance. Good bus connections to the city center. The apartment is fully furnished and the kitchen is equipped with dishes, so you can enjoy breakfast and prepare dinner.","Free parking on premises,Wifi,Kitchen,Cable TV,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Free street parking,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Host greets you,Cleaning before checkout,Bed linens,Extra pillows and blankets,Patio or balcony,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",98,96,10,10,9,10,9,9,5.0,96,"Apartment in Pihlajamäki, Helsinki with toilet and kitchen. Refrigerator, microwave, TV and kettle. The kitchen is equipped with a dining table and cooking utensils. The glazed balcony and parquet flooring add to the comfort of living. Rooms are furnished for up to one person. Convenience Store S-Market within easy walking distance. Good bus connections to the city center. The apartment is fully furnished and the kitchen is equipped with dishes, so you can enjoy breakfast and prepare dinner.

Toimitan avaimen vieraille henkilökohtaisesti heidän saapuessaan. Vieraiden  lähtiessä huoneiston avain jätetään asuntoon näkyvälle paikalle keittiöön.

naapurusto on rauhallinen.

bussipysäkki 200 metrin päässä asunnolta, josta liikennöi reitti:
- bussi nro. 71 helsingin päärautatie 
asemalle.
-bussi nro 70 Helsingin Kamppiin.


Taxi-pysäkki graniittitien puolella, taksi helsinki puh. 0100 0700",naapurusto on rauhallinen.,,Ulkokengillä liikkuminen asunnossa eteistä pidemmälle ei ole sallittua.,Toimitan avaimen vieraille henkilökohtaisesti heidän saapuessaan. Vieraiden  lähtiessä huoneiston avain jätetään asuntoon näkyvälle paikalle keittiöön.,,"bussipysäkki 200 metrin päässä asunnolta, josta liikennöi reitti:
- bussi nro. 71 helsingin päärautatie 
asemalle.
-bussi nro 70 Helsingin Kamppiin.


Taxi-pysäkki graniittitien puolella, taksi helsinki puh. 0100 0700",,,
Cozy apartment in the center of Helsinki,https://www.airbnb.com/rooms/25500683,71.0,nightly,71.0,Entire condominium,"Helsinki, Finland",1,,60.166,24.936,0.9,0.93,entire_home,3,"Newly renovated apartment in the city center. The location is fantastic, 500 meters from Stockmann & Esplanadi park and you have everything here that you need!","Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Host greets you,Private entrance,Long term stays allowed,Bed linens,Carbon monoxide alarm,Smoke alarm",93,97,10,10,10,10,10,9,5.0,97,"Newly renovated apartment in the city center. The location is fantastic, 500 meters from Stockmann & Esplanadi park and you have everything here that you need!

The housing solution built 1907. Neighbors are kind and nice.

Buses, metro and trams are all in walking distance. 

Parking is always difficult when you come to center but there is few parking spots in Lönnrotinkatu (not free). If you don't find a spot I would recommend you to leave the car to Hietaniementori. Usually there is more space and it's very close.",The housing solution built 1907. Neighbors are kind and nice.,,"- Quiet by 23, no footwear indoors.
- Only pre-agreed people allowed to stay in appartment.",,,"Buses, metro and trams are all in walking distance. 

Parking is always difficult when you come to center but there is few parking spots in Lönnrotinkatu (not free). If you don't find a spot I would recommend you to leave the car to Hietaniementori. Usually there is more space and it's very close.",,,
New cozy apartment with best location in Helsinki,https://www.airbnb.com/rooms/21821456,88.0,nightly,88.0,Entire apartment,"Helsinki, Finland",2,,60.17111,24.92836,0.0,0.0,entire_home,6,"A spacious, newly renovated one bedroom apartment with an excellent central location in Helsinki! A charming building built in 1926. Great public transportation and versatile services in the area. You can find everything needed from nearby: shopping malls, boutiques, restaurants, cafes, museums, attractions and nightlife. Enjoy the convenience of being in downtown!

The apartment is fully equipped with e.g. WLAN, TV, cooking equipment, bed linen and towels.","Elevator,Wifi,Kitchen,Hair dryer,Iron,TV,Washer,Hangers,Heating,Essentials,Hot water,Coffee maker,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Long term stays allowed,Bed linens,Smoke alarm",62,92,9,9,9,10,10,9,4.5,92,"A spacious, newly renovated one bedroom apartment with an excellent central location in Helsinki! A charming building built in 1926. Great public transportation and versatile services in the area. You can find everything needed from nearby: shopping malls, boutiques, restaurants, cafes, museums, attractions and nightlife. Enjoy the convenience of being in downtown!

The apartment is fully equipped with e.g. WLAN, TV, cooking equipment, bed linen and towels.

57 m2 spacious one bedroom apartment has a good floor plan for a short or a longer visit. 

- A separate bedroom with a king size bed and two single beds. 
- A spacious living room with a sofa bed, a TV, a dining set, and an open kitchen. The open common area is excellent for cooking and hanging out together.
- A fully equipped kitchen with an induction stove, an oven, a microwave, a coffeemaker, an electric kettle, a toaster, dishes, and cooking equipment.
- A functional bathroom with a walk-in shower.
- The windows of the apartment face two quiet courtyards.

You have the whole apartment at your use with an open kitchen and a bathroom.

We are at your service by email and phone during weekdays from 8 AM to 4 PM. In the case of an emergency during evenings and weekends you can reach us by phone.

Kamppi is located in the center of Helsinki. All central attractions, many shops and restaurants are within a short walk. You can also find many museums, nightclubs and a movie theater in Kamppi. Also a well-known beach and parks nearby. Great connections everywhere by metro, bus, tram and train. Also excellent connections to the airport and harbors.

Kamppi metro station and bus terminal are located within a couple minutes walk. Helsinki Central railway station is located 900 meters from the apartment. There are also several local buses and tram numbers 1 and 2 nearby.

There is free Wi-Fi, bed linen and towels in the apartment.","Kamppi is located in the center of Helsinki. All central attractions, many shops and restaurants are within a short walk. You can also find many museums, nightclubs and a movie theater in Kamppi. Also a well-known beach and parks nearby. Great connections everywhere by metro, bus, tram and train. Also excellent connections to the airport and harbors.","There is free Wi-Fi, bed linen and towels in the apartment.","Autamme sinua varaukseesi liittyvissä asioissa sähköpostitse ja puhelimitse arkisin klo 8:00-16:00 välisenä aikana. We are at your service by email and phone during weekdays from 8 am to 4 pm.

ID and credit card required at check in
External contract with 2ndhomes is made at check in",We are at your service by email and phone during weekdays from 8 AM to 4 PM. In the case of an emergency during evenings and weekends you can reach us by phone.,You have the whole apartment at your use with an open kitchen and a bathroom.,Kamppi metro station and bus terminal are located within a couple minutes walk. Helsinki Central railway station is located 900 meters from the apartment. There are also several local buses and tram numbers 1 and 2 nearby.,,,
Kamppi CityCenter 50m2  with own Private sauna.,https://www.airbnb.com/rooms/32313082,122.0,nightly,122.0,Entire apartment,"Helsinki, Finland",1,,60.16574,24.93317,0.9,0.95,entire_home,4,"The apartment just renovated and is located in the center of Helsinki and is, which means you can easily walk to all main attractions, great shops, local restaurants, and bars. It is easy to get to/from the main arriving points as train/metro and bus station and ferry terminals. The apartment is (50 sq.m.) there is a bedroom and living room and own sauna room and has enough space to move around. Despite being in the city center, it is quiet, as the window faces the inner yard.","Wifi,Kitchen,Cable TV,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Ethernet connection,Hot water,Children’s books and toys,High chair,Pack ’n Play/travel crib,Paid parking on premises,Single level home,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Private entrance,Smart lock,Luggage dropoff allowed,Long term stays allowed,Bed linens,Extra pillows and blankets,Garden or backyard,Fire extinguisher,Smoke alarm",91,97,10,10,10,10,10,10,5.0,97,"The apartment just renovated and is located in the center of Helsinki and is, which means you can easily walk to all main attractions, great shops, local restaurants, and bars. It is easy to get to/from the main arriving points as train/metro and bus station and ferry terminals. The apartment is (50 sq.m.) there is a bedroom and living room and own sauna room and has enough space to move around. Despite being in the city center, it is quiet, as the window faces the inner yard.

Our Place will allow you to feel very comfortable, cook your own food use own private sauna, come and go any time you want it is near almost everywhere. It's clean, quiet, easy to access and has everything you need for a stay away from home. The apartment's enough big feel comfortable
What is great about this place, that it is right in the city center, but somehow deeper into the streets, where you can see local people's life going on. There are local cafes and bars, where neighborhood residents like to go, children's playgrounds, interesting little shops, art galleries.
Let us know, what you are looking for and expecting from your stay, and I will do my best to make it feel just right for you!

The apartment is very central to the transportation hub. Close to a great mall and various restaurants. On the same streets and next around blocks are many art galleries.

The apartment has his own entry door; inside the yard

Despite being in the city center, it is quiet building as the window faces the inner yard.

Public transport comes together in Kamppi. The Metro Station is 5minut walk, the buses stop a few minutes' walks, the trams are all right next block from your doorstep. The train is a short walk away for 6 minutes.","Despite being in the city center, it is quiet building as the window faces the inner yard.",,,The apartment has his own entry door; inside the yard,The apartment is very central to the transportation hub. Close to a great mall and various restaurants. On the same streets and next around blocks are many art galleries.,"Public transport comes together in Kamppi. The Metro Station is 5minut walk, the buses stop a few minutes' walks, the trams are all right next block from your doorstep. The train is a short walk away for 6 minutes.",,,
Business Deluxe Apartment next to Central Station,https://www.airbnb.com/rooms/31606666,112.0,nightly,112.0,Entire apartment,"Helsinki, Finland",2,,60.17283,24.94356,0.0,0.0,entire_home,4,"Unique, gorgeous apartment with the best location and view over Railway Square! Enjoy the atmosphere of  a beautiful art nuveau building from 18th century. 

Location is ideal for business or leisure travelers, all services and public transportation are just a few minutes away and still you can enjoy the homely calmness of this apartment.","Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Heating,Essentials,Laptop-friendly workspace,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Smoke alarm",27,95,10,8,10,9,10,9,5.0,95,"Unique, gorgeous apartment with the best location and view over Railway Square! Enjoy the atmosphere of  a beautiful art nuveau building from 18th century. 

Location is ideal for business or leisure travelers, all services and public transportation are just a few minutes away and still you can enjoy the homely calmness of this apartment.

This 4th floor 74m2 apartment has spacious, fully equipped kitchen and dining area. Modern and luminous living room with 55' TV and comfy seating area is a perfect place to relax after a day exploring the city.  Cozy bedroom has double bed and working space by the window with a view.
Bathroom has washer and drier in your use with detergents so this place is suitable for longer stays!",,,"ID and credit card required at check in
External contract with 2ndhomes is made at check in",,,,,,
"Cozy apartment, 2 minutes from the Airport",https://www.airbnb.com/rooms/41186293,53.0,nightly,53.0,Entire apartment,"Vantaa, Finland",1,,60.32471,25.04576,0.9,0.9,entire_home,4,"Our place is a cozy apartment which is located near the airport.

It takes 2 minutes by train from the airport to our the closest train station. Then you can walk about 5 minutes to get our place.

To get to the city center of Helsinki, it takes 25 minutes by train, no transfer.","Free parking on premises,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Hangers,Heating,Essentials,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Private entrance,Bed linens,Smoke alarm",13,89,9,9,9,9,9,9,4.5,89,"Our place is a cozy apartment which is located near the airport.

It takes 2 minutes by train from the airport to our the closest train station. Then you can walk about 5 minutes to get our place.

To get to the city center of Helsinki, it takes 25 minutes by train, no transfer.",,,,,,,,,
Viihtyisä asunto parvekkeella ja saunalla,https://www.airbnb.com/rooms/37732192,88.0,nightly,88.0,Entire apartment,"Helsinki, Finland",2,,60.16345,24.92534,0.0,0.0,entire_home,4,"Tilava ja viihtyisä asunto upealla paikalla meren rannalla! Nauti rauhallisesta neljännen kerroksen sisäpihan näkymästä. Asunnosta löytyy parveke ja sauna. Loistava valinta neljän hengen ryhmälle, makuuhuoneessa on parivuode ja olohuoneesta löytyy 140 cm leveä vuodesohva. Täysin varusteltu keittiö tarjoaa helpot mahdollisuudet ruoanlaittoon.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Essentials,Smoke alarm",19,97,10,8,10,10,10,10,5.0,97,"Tilava ja viihtyisä asunto upealla paikalla meren rannalla! Nauti rauhallisesta neljännen kerroksen sisäpihan näkymästä. Asunnosta löytyy parveke ja sauna. Loistava valinta neljän hengen ryhmälle, makuuhuoneessa on parivuode ja olohuoneesta löytyy 140 cm leveä vuodesohva. Täysin varusteltu keittiö tarjoaa helpot mahdollisuudet ruoanlaittoon.

Hyvät julkisen liikenteen yhteydet raitiovaunulla. Pysäkit linjoille 6, 7 ja 9 ovat vain 50 metrin päässä asunnolta!",,,"• No smoking • No pets • No parties or events • Check-in is anytime after 4PM • Property silence between 10PM and 7AM • No shoes

ID and credit card required at check in
External contract with 2ndhomes is made at check in",,,"Hyvät julkisen liikenteen yhteydet raitiovaunulla. Pysäkit linjoille 6, 7 ja 9 ovat vain 50 metrin päässä asunnolta!",,,
Kodikas ja rauhallinen asunto Punavuoren sykkeessä,https://www.airbnb.com/rooms/33797703,88.0,nightly,88.0,Entire apartment,"Helsinki, Finland",2,,60.16126,24.94185,0.0,0.0,entire_home,4,"Viihtyisä ja valoisa huoneisto rakennuksen toisessa kerroksessa. 30m2 huoneistossa on olohuone, erillinen keittiö ja ruokailutila.
Asunto sijaitsee Punavuoren sydämessä ja raitiovaunupysäkki on vain 100 metrin päässä asunnosta! Alueella on monia nähtävyyksiä, upeita ravintoloita ja erittäin hyvä julkinen liikenne. Erinomainen sijainti liike- ja lomamatkalle!","Wifi,Kitchen,Hair dryer,Iron,TV,Washer,Heating,Essentials,Coffee maker,Cooking basics,Dishes and silverware,Refrigerator,Oven,Smoke alarm",13,86,9,8,10,10,9,9,4.5,86,"Viihtyisä ja valoisa huoneisto rakennuksen toisessa kerroksessa. 30m2 huoneistossa on olohuone, erillinen keittiö ja ruokailutila.
Asunto sijaitsee Punavuoren sydämessä ja raitiovaunupysäkki on vain 100 metrin päässä asunnosta! Alueella on monia nähtävyyksiä, upeita ravintoloita ja erittäin hyvä julkinen liikenne. Erinomainen sijainti liike- ja lomamatkalle!

Täysin varustetussa ja tilavassa keittiössä löytyy neljän hengen ruokapöytä ja näkymä pihalle. Olohuoneesta löytyy 140 cm leveä parivuode ja vuodesohva. Tähän kompaktiin huoneistoon mahtuu mukavasti neljä vierasta! Erillinen kylpyhuone ja wc tarjoaa asumiseen lisämukavuutta!",,,"ID and credit card required at check in
External contract with 2ndhomes is made at check in",,,,,,
Lux studio/meeting room 6 min AirPort 20 min City,https://www.airbnb.com/rooms/17749080,96.0,nightly,96.0,Entire condominium,"Vantaa, Finland",1,,60.31672,24.85074,0.9,0.95,entire_home,3,"The studio apartment is new 1/2017, the best connections by train to the airport and the city center. Studio is the best four-star studio apartment in the Helsinki region. It is suitable for couples, single travelers, business travelers and families. It is suitable for accommodation and conference space. The house is new, the building is located on a pedestrian street, in an area where there are restaurants and shops, 30 meters from the train station and bus stop 20 meters.","Free parking on premises,Elevator,Wifi,Kitchen,Air conditioning,Cable TV,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Beach essentials,Hot water,Pocket wifi,EV charger,Paid parking off premises,Paid parking on premises,Single level home,Free street parking,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Keypad,Luggage dropoff allowed,Long term stays allowed,Bed linens,Extra pillows and blankets,Patio or balcony,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",82,98,10,10,10,10,10,10,5.0,98,"The studio apartment is new 1/2017, the best connections by train to the airport and the city center. Studio is the best four-star studio apartment in the Helsinki region. It is suitable for couples, single travelers, business travelers and families. It is suitable for accommodation and conference space. The house is new, the building is located on a pedestrian street, in an area where there are restaurants and shops, 30 meters from the train station and bus stop 20 meters.",,,,,,,,,
❤️ Pocket Wifi -Great view to park - 43m2,https://www.airbnb.com/rooms/41177165,93.0,nightly,93.0,Entire apartment,"Helsinki, Finland",1,,60.16569,24.93173,0.85,0.9,entire_home,4,"43m2 in city center.

Pocket Wifi 4G Router for exploring the town by walk and stay connected at the same time. 

Black out curtains for privacy and good sleeps.

TV.

The flat is in 4th floor with elevator. 

Main bus terminal 5min, main train station 10min walking distance from apartment. Tram leaves from front door, and goes to for example passenger harbours.","Elevator,Wifi,Kitchen,Hair dryer,Iron,TV,Hangers,Heating,Essentials,Hot water,Pocket wifi,Coffee maker,Cooking basics,Dishes and silverware,Microwave,Refrigerator,Oven,Stove,Lockbox,Bed linens,Extra pillows and blankets,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",8,98,10,10,9,10,10,9,5.0,98,"43m2 in city center.

Pocket Wifi 4G Router for exploring the town by walk and stay connected at the same time. 

Black out curtains for privacy and good sleeps.

TV.

The flat is in 4th floor with elevator. 

Main bus terminal 5min, main train station 10min walking distance from apartment. Tram leaves from front door, and goes to for example passenger harbours.

Мобильный WiFi/4G роутер: гуляй по городу с интернетом.

Телевизор.

Квартира на 4-ем этаже, дом с лифтом.

5 минут пешком до автовокзала, 10 минут до железнодорожного вокзала. Рядом так же трамвайная остановка: легко добраться например до портов.",,,Silence 22-07,,,,,,
"GORGEOUS TOWN APT,OWN SAUNA,TERRACE,SEASIDE",https://www.airbnb.com/rooms/11463428,150.0,nightly,150.0,Entire apartment,"Helsinki, Finland",1,,60.16151,24.93176,1.0,1.0,entire_home,5,"On Helsinki´s most beautiful street,75 sq m apartment with own sauna & covered terrace,in the Synebrichoff Park.
In front you have the sea.
Inside our building you have a Supermarket, a Pharmacy, an Alcohol Store, a traditional Finnish restaurant; all accessible internally via elevator!!!
which is a great plus in bad weather:)
Free parking on a street opposite our building.
Opposite you have a famous market hall filled with lovely small restaurants.
Baby cot available for extra cost.","Elevator,Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Hot water,Paid parking off premises,Free street parking,Building staff,Bed linens,Extra pillows and blankets,Fire extinguisher,Carbon monoxide alarm,Smoke alarm,First aid kit",142,96,10,10,10,10,10,10,5.0,96,"On Helsinki´s most beautiful street,75 sq m apartment with own sauna & covered terrace,in the Synebrichoff Park.
In front you have the sea.
Inside our building you have a Supermarket, a Pharmacy, an Alcohol Store, a traditional Finnish restaurant; all accessible internally via elevator!!!
which is a great plus in bad weather:)
Free parking on a street opposite our building.
Opposite you have a famous market hall filled with lovely small restaurants.
Baby cot available for extra cost.

Family-friendly, with 2 children´s playgrounds in the courtyard, and direct access to the beautiful KOFF Sinebrychoff Park

Kindly supply your exact arrival and departure details on booking to facilitate my personal planning, thank-you very much.

The Champs Élysées of Helsinki, this neighborhood is Helsinki´s most beautiful, near the sea, and surrounded by parks, beautiful coffee houses, and restaurants, museums, art galleries, theaters  and boutiques. 
You are  in the heart of the city, on its most beautiful street. Quiet and posh, and only a 4 -minute walk away from the main town area, this neighborhood also houses the oldest market hall, full of small bistros serving home-made food, as well as the city´s best Ramen.Its market square is known in Summer for its Flea Market, facing the sea.

Right in front of my building is an area called Hernesaari, where you have free parking options, our neighborhood is also easily accessible via bus and tram with bus and tram stops right next to the building.

check-ins  15:00 -  21:00 ( early bird and late night check-ins on request ) 
Check-outs by 11:00 am

Check-ins before 15:00 and check-outs after 11:00 are to be discussed with host.
A suitable extra charge according to the times and amount of guests will be decided upon
Exceptions in special cases.","The Champs Élysées of Helsinki, this neighborhood is Helsinki´s most beautiful, near the sea, and surrounded by parks, beautiful coffee houses, and restaurants, museums, art galleries, theaters  and boutiques. 
You are  in the heart of the city, on its most beautiful street. Quiet and posh, and only a 4 -minute walk away from the main town area, this neighborhood also houses the oldest market hall, full of small bistros serving home-made food, as well as the city´s best Ramen.Its market square is known in Summer for its Flea Market, facing the sea.","check-ins  15:00 -  21:00 ( early bird and late night check-ins on request ) 
Check-outs by 11:00 am

Check-ins before 15:00 and check-outs after 11:00 are to be discussed with host.
A suitable extra charge according to the times and amount of guests will be decided upon
Exceptions in special cases.","Expensive area with neighbours such as diplomats .
no noise allowed after 22:00 
No smoking.
No parties!
Calm quiet prople welcome , adults or families, no young groups out for boozing trips","Kindly supply your exact arrival and departure details on booking to facilitate my personal planning, thank-you very much.",,"Right in front of my building is an area called Hernesaari, where you have free parking options, our neighborhood is also easily accessible via bus and tram with bus and tram stops right next to the building.",,,
Simple studio in the center. Perfect location!,https://www.airbnb.com/rooms/41848466,78.0,nightly,78.0,Entire apartment,"Helsingfors, Finland",1,,60.1912,24.94319,0.7,0.9,entire_home,3,"A simple studio flat with enough space for two or 3 guests. Not as modern as other places but surelly the best value for your money, right in the center of Helsinki. 24h supermarket just outside home and tram lines goin to every direction.
There is Wi-fi and a big TV with satelite with loads of channells from all the countries + Netflix as well.
Welcome and have a nice stay!","Elevator,Wifi,Kitchen,Dryer,TV,Washer,Heating,Essentials,Hot water,Dishes and silverware,Lockbox,Smoke alarm",5,92,10,10,10,10,9,10,4.5,92,"A simple studio flat with enough space for two or 3 guests. Not as modern as other places but surelly the best value for your money, right in the center of Helsinki. 24h supermarket just outside home and tram lines goin to every direction.
There is Wi-fi and a big TV with satelite with loads of channells from all the countries + Netflix as well.
Welcome and have a nice stay!

Call me anytime you need or text to +358451690404",,,,Call me anytime you need or text to +358451690404,,,,,
A Roomy  Art Nouveau Flat -next to the Railway Stn,https://www.airbnb.com/rooms/30857170,146.0,nightly,146.0,Entire apartment,"Helsinki, Finland",1,,60.17178,24.94564,0.8,0.9,entire_home,4,"Only 100 meters from Railway Station, in a beautiful art deco-building, a quiet, roomy apartment with a combined living room - bedroom, spacious kitchen and a nice bathroom. You are in the heart of the city: museums, theaters, department stores, nightlife, the new central library Oodi - everything is on your doorstep. If you prefer a walk in a park, open the door and take a few meters to other direction where Kaisaniemi park starts. Traffic connections are excellent.","Wifi,Kitchen,Dryer,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Heating,Essentials,Laptop-friendly workspace,Carbon monoxide alarm,Smoke alarm",93,99,10,10,10,10,10,10,5.0,99,"Only 100 meters from Railway Station, in a beautiful art deco-building, a quiet, roomy apartment with a combined living room - bedroom, spacious kitchen and a nice bathroom. You are in the heart of the city: museums, theaters, department stores, nightlife, the new central library Oodi - everything is on your doorstep. If you prefer a walk in a park, open the door and take a few meters to other direction where Kaisaniemi park starts. Traffic connections are excellent.

The apartment compromises 40 m2 and has a living room/bedroom, spacious kitchen with with all  necessary items and dishes to prepare and enjoy  a proper meal. The bathroom is comfortable with floor heating,  shower and a combined washing machine/ tumble dryer. A wall mounted 49"" smart-tv is at your disposal.

The apartment is located only 100 meters from the railway station and you can check in even during late hours or during the night. Please inform your estimated time of arrival when making the reservation. If you arrive to to the airport, all buses and trains arrive to the main Railway station.",,,,,,"The apartment is located only 100 meters from the railway station and you can check in even during late hours or during the night. Please inform your estimated time of arrival when making the reservation. If you arrive to to the airport, all buses and trains arrive to the main Railway station.",,,
Scandinavian Beauty (44),https://www.airbnb.com/rooms/31560712,106.0,nightly,106.0,Entire apartment,"Helsingfors, Finland",2,,60.20806,25.08392,0.6,0.8,entire_home,5,"This fresh and beautiful apartment sleeps comfortably up to 5 people. Located within excellent reach wether you choose public transportation or want to drive yourself. Fully equipped kitchen and laundry machine provides homely amenities to a small family, group of friends or colleagues. Enjoy a good nights sleep in fresh sheets and hotel standard beds.","Elevator,Wifi,Kitchen,Hair dryer,Iron,Shampoo,TV,Washer,Hangers,Essentials,Hot water,Coffee maker,Cooking basics,Dishes and silverware,Dishwasher,Microwave,Refrigerator,Oven,Stove,Carbon monoxide alarm,Smoke alarm",13,95,10,10,10,10,9,9,5.0,95,"This fresh and beautiful apartment sleeps comfortably up to 5 people. Located within excellent reach wether you choose public transportation or want to drive yourself. Fully equipped kitchen and laundry machine provides homely amenities to a small family, group of friends or colleagues. Enjoy a good nights sleep in fresh sheets and hotel standard beds.

We value comfort so the apartment is always clean with fresh sheets on the beds and soft towels waiting for you on the bathroom. Electronic equipment includes HD TV, free Wi-fi, washing machine, hair dryer and ironing equipment. 

Fully equipped kitchen is waiting, if you wish to make your own meals. You can find all serving and cooking equipment, coffee machine, kettle, toaster and a dishwasher.

The apartment is suitable for small groups traveling for business or leisure and sleeps comfortably up to 4 people. The apartment is located in a residential building, so we kindly ask all our guests to take neighbors into account at all times. Hosting parties or gatherings is not allowed. 

You can find parking on the street or in the parking lot nearby. Parkingtime limited and requires a parking disk or payment.

Guests are free to use the entire apartment

We preffer Airbnb mesaging

The apartment is located in the Eastern part of Helsinki, close by the shopping center Easton, which houses for example a large groceries store. Two shopping centers Easton and Itäkeskus with all their amenities within a short walking distance.

The apartment is located within easy access wether you want to use public transportation or drive your own car. Subway station and multiple bus stops only 600 meters from the apartment. Quickest way to downtown is by subway and takes only about 15 minutes. Distance to Helsinki-Vantaa airport 20 kilometers. Main highways Itäväylä and Kehä I lead you to the apartment.","The apartment is located in the Eastern part of Helsinki, close by the shopping center Easton, which houses for example a large groceries store. Two shopping centers Easton and Itäkeskus with all their amenities within a short walking distance.",,"- Tupakointi on kielletty asunnon sisällä, sekä rakennuksen yleisissä tiloissa. Tupakointi sallittu vain ulkona.
- Lemmikit huoneistossa ei sallittu.
- Kengät sisätiloissa eivät ole sallittu
- Check out on klo 12:00 mennessä. Check in alkaen klo 16:00.
- Pyydämme teitä ystävällisesti luovuttamaan asunnon samassa kunnossa, kuin se oli sisäänkirjautuessanne. Muista viedä roskat lähtiessäsi. Älä jätä ruokaa tai henkilökohtaisia tavaroita asuntoon.
- Mikäli jokin/jotain vahingoittuu majoittumisesi aikana, otathan meihin yhteyttä välittömästi.",We preffer Airbnb mesaging,Guests are free to use the entire apartment,The apartment is located within easy access wether you want to use public transportation or drive your own car. Subway station and multiple bus stops only 600 meters from the apartment. Quickest way to downtown is by subway and takes only about 15 minutes. Distance to Helsinki-Vantaa airport 20 kilometers. Main highways Itäväylä and Kehä I lead you to the apartment.,,,
